Date,Location,nursultan,almaty,Latitude,Longitude,Number of Protesters,Number of Arrests,Type,protest_type,Issue 1,issue1,Issue 2,issue2,Issue 3,issue3,Groups Linked,Groups Linked 2,groups_linked,Target 1,Target 2,Target Type,target_type,Response 1,response1,Response 2,response2,Source,Source Type,Description
24 April 2021,Almaty,0,1,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://vlast.kz/novosti/45046-policia-zaderzala-protestuusih-u-konsulstva-kitaa.html,Online Search,People protested in front of the Chinese Consulate in Almaty urging Kazakhstan's Ministry of Foreign Affairs and the government to address the issue of the ethnic Kazakhs detained in Xinjiang.
23 April 2021,Kyzylorda,0,0,44.775072,65.546078,12,0,Rally,Rally,Income,Livelihood,Covid-19,Covid-19,,,,,0,Park of Culture and Recreation Administration,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://rus.azattyq.org/a/kazakhstan-kyzylorda-region-in-red-zone-entrepreneurs-protest/31219493.html,Online Search,Around 12 entrepreneurs protested against COVID-19 lockdowns.
23 April 2021,Almaty,0,1,43.239495,76.961437,6,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,National Government,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=sfCXt_3XkZQ,Online Search,About 6 protesters gathered in front of the Chinese consulate in Almaty demanding the release of their innocent relatives from internment camps.
22 April 2021,Zhanaozen,0,0,43.3229520507025,52.8537951177493,108,0,Strike,Disruptive,Labor,Livelihood,Income,Livelihood,Extractive Industries,Environment & Resource Extraction,NES Fircroft,,1,Kasym-Jomart Tokayev,Serikbay Trumov - akim of Mangistay region,National Government,National Government,Unknown,Neutral,,,https://rus.azattyq.org/a/31219008.html,Online Search,"About 108 workers of NES Fircroft continued their strike, demanding pay raises."
22 April 2021,Almaty ,0,0,43.239495,76.961437,7,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=7sYb5n1CWb4,Online Search,Seven people protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in internment camps.
21 April 2021,Aktau,0,0,43.6209916823489,51.298681340406,2,0,Self-Harm,Rally,Human Rights,Human Rights,,,,,,,0,Prison System,,Judicial System,Justice System,Monitoring,Cautious,,,https://rus.azattyq.org/a/31222902.html,Online Search,"Two prisoners swallowed spoons to protest their detention, hospitalizing themselves in the process."
21 April 2021,Uralsk,0,0,51.2050428802679,51.3712688647596,1,1,Rally,Rally,Corruption,Finance,Justice,Justice,Justice,Justice,,,0,Nur Otan Party,,Organization,Local Non-Gov Actor,Monitoring,Cautious,Arrests,Violent,"https://rus.azattyq.org/a/31215386.html
https://rus.azattyq.org/a/31219513.html",Online Search,"Activist Bekbolat Utebaev protested in Uralsk, demanding the authorities hold the ruling Nur Otan Party accountable for corruption."
21 April 2021,Almaty,0,1,43.239495,76.961437,5,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=ly_d43M4uiQ,Online Search,Five people protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
21 April 2021,Zhanaozen,0,0,43.338099,52.855677,Unknown,0,Strike,Disruptive,Income,Livelihood,Labor,Livelihood,Extractive Industries,Environment & Resource Extraction,,,0,NES Fircroft,LLP Burgylau,Foreign Business,Foreign Actor,Nothing,Neutral,,,"http://socialismkz.info/?p=25842
https://rus.azattyq.org/a/31215124.html",Online Search,Workers of LLP Burgylau organized an hour-long strike in solidarity with Fircroft oil drilling company workers. The Fircroft workers have been striking since April 17th demanding better pay.
20 April 2021,Zhanaozen,0,0,43.3396579405266,52.854228607854,20,0,Strike,Disruptive,Labor,Livelihood,Income,Livelihood,Extractive Industries,Environment & Resource Extraction,,,0,LLP MADIBA,,Business,Local Non-Gov Actor,Unknown,Neutral,,,https://rus.azattyq.org/a/31215277.html,Online Search,"About 20 oil workers from LLP MADIBA launched a strike, demanding a pay rise."
20 April 2021,Almaty ,0,0,43.239495,76.961437,7,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,"https://www.youtube.com/watch?v=OZp5Ttsj2CI
https://rus.azattyq.org/a/31213170.html",Online Search,About 7- 10 women protested near the Chinese Consulate in Almaty demanding freedom detained in internment camps.
19 April 2021,Shymkent,0,0,44.087198544916,69.6737238442778,20,0,Rally,Rally,Land,Property & Land,International Politics,Other,,,,,0,Land Commission,,Local Government,Local Government,Unknown,Neutral,,,https://rus.azattyq.org/a/31211571.html,Online Search,"About 20 residents of Shymkent gathered outside the city administration, protesting the sale and rent of land to foreigners."
19 April 2021,Karabulak,0,0,43.402316,77.139876,20,0,Rally,Rally,Land,Property & Land,,,,,,,0,Local Government,,Local Government,Local Government,Promise,Constructive,,,"https://www.inform.kz/ru/sel-chanam-zapretili-zahoroneniya-na-kladbische-v-almatinskoy-oblasti-v-akimate-dali-poyasnenie_a3778141
https://www.instagram.com/p/CN1xZGerT3T/ ",Online Search,Dozens of Karabulak residents gathered at the local cemetery protesting a local government decision to grant the land to a private company.
19 April 2021,Almaty,0,1,43.239495,76.961437,7,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=OLfo3cDbHaQ,Online Search,Seven protesters gathered in front of the Chinese Consulate in Almaty demanding the closure of internment camps in Xinjiang.
19 April 2021,Almaty,0,1,43.226811,76.955966,Unknown,0,Rally,Rally,Development,Property & Land,,,,,,,0,Almaty Mayor's Office,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=l_yeZySvByc,Online Search,Residents of the Samal-3 microdistrict in Almaty protested against the demolition of a public square for a new apartment complex.
19 April 2021,Zhanozen,0,0,43.338099,52.855677,95,0,Strike,Disruptive,Income,Livelihood,Labor,Livelihood,Extractive Industries,Environment & Resource Extraction,,,0,NES Fircroft,Serikbay Trumov - akim of Mangistay region,Foreign Business,Foreign Actor,Nothing,Neutral,,,https://rus.azattyq.org/a/31212661.html,Online Search,"About 95 employees of the drilling company NES Fircroft went on strike, demanding salaries equal to wages of oilfield service company Burgylau."
17 April 2021,Almaty ,0,0,43.239495,76.961437,6,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=QcLCh1ZDoo8,Online Search,Six people protested near the Chinese Consulate in Almaty demanding freedom for relatives in internment camps.
17 April 2021,Zhanozen,0,0,43.338099,52.855677,25,0,Rally,Rally,Income,Livelihood,Labor,Livelihood,Extractive Industries,Environment & Resource Extraction,,,0,NES Fircroft,,Foreign Business,Foreign Actor,Nothing,Neutral,,,"https://www.youtube.com/watch?v=QnxRqNwZ1D8
http://socialismkz.info/?p=25812",Online Search,About 25 employees of the drilling company outsourced by NES Fircroft protested against Fircroft's non-abidance by Article 13 of the Labour Code.
16 April 2021,Almaty  ,0,0,43.239495,76.961437,6,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=dWZx64OPj4Q,Online Search,Six protesters gathered in front of the Chinese consulate in Almaty demanding the release of relatives from internment camps in Xinjiang.
16 April 2021,Zhanaozen,0,0,43.338099,52.855677,200,0,Rally,Rally,Labor,Livelihood,Income,Livelihood,China,China,,,0,LLP SP Kuatamlonmunai,Local Government,Foreign Business,Foreign Actor,Nothing,Neutral,,,https://rus.azattyq.org/a/kazakhstan-kyzylorda-oil-workers-salary-demand-higher-wages-/31207248.html,Online Search,"About 300 oil workers working at a joint Kazakh-Chinese venture LLP SP Kuatamlonmunai, demanded a raise in wages."
15 April 2021,Almaty ,0,0,43.239495,76.961437,7,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives held in internment camps.
15 April 2021,Bestamak,0,0,49.719248,55.064553,70,0,Hunger Strike,Non-Violent,Labor,Livelihood,Income,Livelihood,,,,,0,Local Government,,Local Government,Local Government,Unknown,Neutral,,,"https://rus.azattyq.org/a/31207080.html
https://orda.kz/rabotniki-skandalnoj-svinofermy-objavili-suhuju-golodovku/",Online Search,About 70 pig farmers in Bestamak held a hunger strike demanding improved wages.
14 April 2021,Almaty,0,1,43.259108,76.943942,8,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,Representative office of the Ministry of foreign Affairs of Kazakhstan in Almaty,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://rus.azattyq.org/a/31203318.html,Online Search,A group of people organized a rally demanding assistance for families who have been impacted by the mass detention in Xinjiang.
14 April 2021,Nur-Sultan (Astana),1,0,51.1223931646602,71.4509665926476,10,0,Rally,Rally,Political Prisoners,Justice,Repression,Justice,Human Rights,Human Rights,Erbol Eskhozhin,,1,National Government,,National Government,National Government,Nothing,Neutral,,,https://rus.azattyq.org/a/31203860.html,Online Search,"About ten activists organized a rally on the shore of the Ishim River in Nur-Sultan (Astana), demanding the immediate release of political prisoners."
13 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang reeducation centers.
12 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang reeducation centers.
12 April 2021,Nur-Sultan (Astana),1,0,51.16828,71.421508,10,0,Rally,Rally,Human Rights,Human Rights,Political Prisoners,Justice,Justice,Justice,,,0,National government ,,National Government,National Government,Monitoring,Cautious,,,https://rus.azattyq.org/a/31200021.html,Online Search,About a dozen people protested in front of the OSCE office in Nur-Sultan (Astana) demanding that the authorities stop persecution of activists for their political views.
12 April 2021,Zhambyl,0,0,51.272979,70.318027,30,0,Rally,Rally,Land,Property & Land,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=OCzA_ZO1yLE,Online Search,About 30 residents of Zhambyl complained about the shortage of grazing land due to increased private ownership of land.
12 April 2021,Aktau,0,0,43.635588,51.158127,4,0,Rally,Rally,Justice,Justice,,,,,Zhamal Zhamanbayeva,,1,National Government,,National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=OCzA_ZO1yLE,Online Search,"Relatives of Zhamal Zhamanbayeva, former Head of the Health Department of the Mangystau Region, demanded that she be allowed to stay under house arrest due to deteriorating health conditions."
12 April 2021,Almaty,0,1,43.2332436099157,76.9182672704621,Unknown,0,Rally,Rally,Financial Sector,Finance,,,,,,,0,Kazakh Agency on Regulation and Supervision of Financial Market and Financial Organizations,,National Government,National Government,Unknown,Neutral,,,https://rus.azattyq.org/a/31199128.html,Online Search,"A group of people with mortgage loans protested in front of the Kazakh Agency on Regulation and Supervision of Financial Markets and Financial Organizations, demanding to be part of the government's refinancing program so that they can preserve their own homes."
12 April 2021,Aktobe ,0,0,50.300371,57.154555,200,0,Rally,Rally,Income,Livelihood,,,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=OCzA_ZO1yLE,Online Search,About 20 pig farm workers from Beshtamak protested in Aktobe against the closure of their farm.
12 April 2021,Almaty,0,1,43.247486,76.906206,20,0,Rally,Rally,Development,Property & Land,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=c1hSTAM-NTg,Online Search,Around 25 residents of the Academy of Sciences house on Nurmakov Street in Almaty protested against the construction of a hotel.
11 April 2021,Zarechnyi,0,0,43.7136260272972,77.0387596034555,1,0,Hunger Strike,Non-Violent,Justice,Justice,Political Prisoners,Justice,Repression,Justice,,,0,Prison System,Kasym-Jomart Tokayev,Judicial System,Justice System,Nothing,Neutral,,,"https://www.exclusive.kz/expertiza/daily/124183/
https://rus.azattyq.org/a/31199381.html
https://www.facebook.com/inga.imanbay/posts/3797245900328713",Online Search,"Kenzhebek Abishev, a civil activist, launched a hunger strike in a general colony (ЛА-155/14), stating that he was sentenced unlawfully. On April 15, on the sixth day of his hunger strike, Abishev was hospitalized and diagnosed with coronary heart disease."
11 April 2021,Aktau,0,0,43.6613866186221,51.1991630040353,2,2,Rally,Rally,Human Rights,Human Rights,Political Prisoners,Justice,China,China,Femina Virtute,,1,OSCE,,Foreign Government/International Organization,Foreign Actor,Arrests,Violent,Penalty,Violent,"https://twitter.com/AlmaKakenovna/status/1381181507952345095
https://rus.azattyq.org/a/31198926.html
https://rus.azattyq.org/a/31201579.html",Online Search,"Two activists of human rights organization Femina Virtue rallied, demanding the immediate release of political prisoners in Kazakhstan."
11 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
10 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
10 April 2021,Tole biy,0,0,42.214714,70.539678,20,0,Rally,Rally,Environment,Environment & Resource Extraction,Extractive Industries,Environment & Resource Extraction,,,,,0,Local Government,Department of Ecology,Local Government,Local Government,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=B1U4JRqwRYA,Online Search,"Residents of 5 villages in Tolebiy district, Turkestan region demanded the closure of the local quarry claiming that its operation leads to the disappearance of creeks."
10 April 2021,Atyrau,0,0,47.086347,51.931616,15,0,Rally,Rally,Labor,Livelihood,Income,Livelihood,,,,,0,LLP KaztechMunaiService,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=f_XheeG6Fjs,Online Search,About 15 employees of the KazTechMunai Service oil company complained about the absence of salary increases over the past 6 years.
9 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
9 April 2021,Pokatilovka,0,0,51.1010492013366,51.8835044543171,15,0,Rally,Rally,Identity,Other,,,,,,,0,Local Government,,Local Government,Local Government,Promises,,,,"https://www.uralskweek.kz/2021/04/10/zhiteli-sela-pokatilovka-v-zko-dobilis-ot-akimata-otkaza-ot-idei-pereimenovat-poselok/
https://rus.azattyq.org/a/31195271.html",Online Search,About 15 residents of Pokatilovka village in the West Kazakhstan Region gathered outside the local government's building and protested over the renaming of their village.
8 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
8 April 2021,Almaty,0,1,43.237156,76.945618,1,0,Rally,Rally,Justice,Justice,Political Prisoners,Justice,Human Rights,Human Rights,,,0,National Government ,"Representatives of US, UK, Canadian, and EU embassies in Kazakhstan",National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=ok2wqLBKvWU,Online Search,"Assiya Bokaeva, an activist, demanded the release and rehabilitation of the following activists: Aigul Utepova, Yerbol Yeshozhin, Askar Kayirbek, Zhanibek Zhunusov, Aidar Syzdykov, Aliya Zhakupova, Ainur Myrzagaliyeva, and Aibek Sabitov."
8 April 2021,Taldykorgan,0,0,44.97839,78.313294,60,0,Rally,Rally,Utilities,Government Services,,,,,,,0,JSC KazTransGaz Aimak ,Local Government,Business,Local Non-Gov Actor,Meeting,Constructive,,,https://www.youtube.com/watch?v=f_uDAKPxJJA,Online Search,About 60 residents of the new cottage town in Taldykorgan protested against high gas fees.
7 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
7 April 2021,Zarechnyi,0,0,43.7136260272972,77.0387596034555,1,0,Self-Harm,Rally,Justice,Justice,Political Prisoners,Justice,Repression,Justice,Democratic Choice of Kazakhstan,,1,Prison System,,Judicial System,Justice System,Unknown,Neutral,,,https://rus.azattyq.org/a/31192893.html,Online Search,"On April 7, a political prisoner, Aset Abishev, cut his veins protesting an illegal search of his cell."
7 April 2021,Akmaya ,0,0,44.088052,66.8652,15,0,Rally,Rally,Land,Property & Land,,,,,,,0,Kyzylorda Regional Court,,Judicial System,Justice System,Monitoring,Cautious,Meeting,Constructive,https://www.youtube.com/watch?v=36hbE37wO80,Online Search,"Shareholders of the Shugyla farm in Akmaya village, protested against the bailiff's sale of the villagers' land shares without their consent."
6 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
6 April 2021,Shymkent,0,0,42.337212,69.560775,40,0,Rally,Rally,Justice,Justice,,,,,,,0,Judicial System,,Judicial System,Justice System,Monitoring,Cautious,,,https://www.youtube.com/watch?v=BF1XeSwoxx4,Online Search,"About 40 employees of the jewelry factory LLP Diamond demanded the release of the enterprise director, Zhasulan Mamatullaev."
6 April 2021,Shahan,0,0,49.818549,72.653935,60,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=Yt2dAzeeA24,Online Search,Residents of Shahan protested against excessively high fees for connection to the central heating system.
6 April 2021,Atyrau,0,0,47.113992,51.969252,40,0,Rally,Rally,Labor,Livelihood,Income,Livelihood,,,,,0,LLP AtyrauNeftMash,,Business,Local Non-Gov Actor,Meeting,Constructive,,,https://www.youtube.com/watch?v=G6PuMUJKOX0,Online Search,About 40 employees of the AtyrauNeftMash plant protested against the plant director's decision to fire the workers after their earlier expression of discontent about wages and welfare payments.
6 April 2021,Almaty,0,1,43.242614,76.936338,25,0,Rally,Rally,Development,Property & Land,,,,,,,0,Almaty Mayor's Office,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=JQABFRLnYqk,Online Search,About 25 residents of Maulenova Street in Almaty protested against the construction of apartment complexes on the yards of the complexes they live in.
6 April 2021,Baidibek,0,0,43.16705,69.632262,8,0,Rally,Rally,Cultural,Other,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=QmIqcdJPcq8,Online Search,"Residents of Agybet, among them world champions in Kazakh wrestling Nurzat Begasylov and Daulet Nietbai, complained about the lack of facilities for athletic training in the village."
6 April 2021,Nur-Sultan (Astana),1,0,51.1335651284462,71.427839449823,1,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Nursultan Nazarbayev,Nur Otan Party,National Government,National Government,Meeting,Constructive,Promise,Constructive,https://rus.azattyq.org/a/31189277.html,Online Search,"Zhenis Zarkan, a resident of Almaty, whose wife and son are in Xinjiang and unable to return to Kazakhstan, appealed to Nursultan Nazarbayev, calling for assistance in family reunification."
5 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
5 April 2021,Ust-Kamenogorsk,0,0,49.969651,82.59842,15,0,Rally,Rally,Labor,Livelihood,Covid-19,Covid-19,Income,Livelihood,,,0,East Kazakhstan Regional Ambulance Station,Health Department of East Kazakhstan Region,Organization,Local Non-Gov Actor,Meeting,Constructive,,,https://www.youtube.com/watch?v=upKM8wzc3aM,Online Search,"Doctors, ambulance car drivers, and paramedics demanded state allowances for high risk of exposure to COVID-19."
5 April 2021,Uralsk,0,0,51.206535,51.383868,20,0,Rally,Rally,Labor,Livelihood,Covid-19,Covid-19,Income,Livelihood,,,0,Chief Sanitary Doctor,Department of Sanitary and Epidemiological Control,Organization,Local Non-Gov Actor,Meeting,Constructive,Promise,Constructive,https://rus.azattyq.org/a/31187482.html,Online Search,"About 20 entrepreneurs of the Moskovskiy trade center in Uralsk gathered in the Department of Sanitary and Epidemiological Control, demanding the reopening of the building on Saturdays."
5 April 2021,Taraz ,0,0,42.859503,71.387912,25,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=wZt3BnPZ_KQ,Online Search,About 25 residents of the former Leto cooperative gathered on the streets and complained about the lack of drinking water for 6 months.
5 April 2021,Shymkent,0,0,42.3252731521562,69.594251555503,20,0,Rally,Rally,Repression,Justice,Freedom of Expression,Human Rights,Human Rights,Human Rights,,,0,Police,,Law Enforcement,Justice System,Meeting,Constructive,Promise,Constructive,https://rus.azattyq.org/a/31187424.html,Online Search,"About 20 activists and journalists gathered outside the Shymkent city police department, protesting police preventing journalists from covering a spontaneous rally in Altyntobe village. According to protesters, police tried to take away a journalist’s phone and injured another person’s hand."
4 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
4 April 2021,Altyntobe,0,0,41.8585586292027,69.6909480800555,50,31,Rally,Rally,Labor,Livelihood,Income,Livelihood,Justice,Justice,,,0,Local Government,LLP Diamond Exclusive,Local Government,Local Government,Intimidation,Violent,Arrests,Violent,"https://rus.azattyq.org/a/31185994.html
https://tengrinews.kz/kazakhstan_news/zaderjanie-biznesmena-vyizvalo-perepoloh-v-shyimkente-433670/
https://rus.azattyq-ruhy.kz/society/22663-zhiteli-shymkenta-vyshli-na-massovyi-protest-iz-za-zaderzhaniia-mestnogo-biznesmena
https://rus.azattyq.org/a/31187935.html",Online Search,About 50 workers of LLP Diamond Exclusive organized a spontaneous rally.
4 April 2021,Semey,0,0,50.4251619671508,80.2497766887593,13,0,Rally,Rally,Utilities,Government Services,Development,Property & Land,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,Promise,Constructive,https://rus.azattyq.org/a/31186261.html,Online Search,"Residents of Voskhod and Vodnyi villages, bordering Semey, organized a rally demanding better access to water and electricity."
3 April 2021,Almaty ,0,0,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=kJ-V9M-2Fik,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
3 April 2021,Semey,0,0,50.41181,80.231389,5,0,Rally,Rally,Cultural,Other,,,,,,,0,Minister of Education and Research ,,National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=Haxxac5Pt6Y,Online Search,Students protested against the decision of the university administration to switch from a Russian language study group to a Kazakh language study group without the students' consent.
2 April 2021,Zhetkinshek ,0,0,43.784138,69.159923,15,0,Rally,Rally,Utilities,Government Services,,,,,,,0,Recreation Center,,Business,Local Non-Gov Actor,Meeting,Constructive,,,https://www.youtube.com/watch?v=WnWOm6S628U,Online Search,"Residents of Zhetkinshek complained about the high levels of groundwater, which resulted in collapsed houses and cracks on their house walls."
2 April 2021,Qarmaqshy,0,0,45.189867,64.131788,25,0,Rally,Rally,Land,Property & Land,,,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=BhBVVrDcE_g,Online Search,About 25 shareholders of the farm in Qarmaqshy protested against the unlawfully elected head of the farm.
2 April 2021,Almaty ,0,0,43.224646,76.954455,5,0,Rally,Rally,Development,Property & Land,,,,,,,0,Local Government,Bakytzhan Sagintayev,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=MPVEjvMt2ns,Online Search,Residents of Almaty protested against the demolition of a public square.
2 April 2021,Almaty,0,1,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=NyIvk9JzCWc,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
2 April 2021,Nur-Sultan (Astana),1,0,51.121198,71.427544,20,0,Rally,Rally,Labor,Livelihood,Income,Livelihood,Relief,Government Services,,,0,Construction Company,Local government,Foreign Business,Foreign Actor,Meeting,Constructive,Promise,Constructive,"https://www.youtube.com/watch?v=BhBVVrDcE_g
https://rus.azattyq.org/a/31183571.html",Online Search,About 20 local workers employed by the construction company building Abu Dhabi Plaza Mall protested against the delay of wage payments from December 2020.
2 April 2021,Arys ,0,0,42.432738,68.813798,10,0,Rally,Rally,Relief,Government Services,Property,Property & Land,,,,,0,Chamber of Commerce,National Government,Organization,Local Non-Gov Actor,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=BhBVVrDcE_g,Online Search,Business owners from Arys complained about the lack of financial assistance from the government after the explosion of an ammunition depot in 2019.
1 April 2021,Almaty,0,1,43.239495,76.961437,Unknown,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.youtube.com/watch?v=NyIvk9JzCWc,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
1 April 2021,Kastomar,0,0,51.210999,71.792181,15,0,Rally,Rally,Land,Property & Land,,,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=ydxSIiSNMgQ,Online Search,Residents of the Kastomar demanded that their land should not be sold to private owners.
